Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Self-optimising Production Systems","Integrative Production Technology for High-Wage Countries","","","","10.1007/978-3-642-21067-9_6","Robert SchmittChristian BrecherBurkhard CorvesThomas GriesSabina JeschkeFritz KlockePeter LoosenWalter MichaeliRainer MüllerReinhard PopraweUwe ReisgenChristopher M. SchlickGünther SchuhThomas AuerbachFabian BauhoffMarion Beckers","2012","http://link.springer.com/chapter/10.1007/978-3-642-21067-9_6","Chapter"
"Encyclopedia of Global Archaeology","","","","","10.1007/978-1-4419-0465-2","Claire Smith","2014","http://link.springer.com/referencework/10.1007/978-1-4419-0465-2","ReferenceWork"
"6 Modeling Languages for Real-Time and Embedded Systems","Model-Based Engineering of Embedded Real-Time Systems","","","","10.1007/978-3-642-16277-0_6","Sébastien GérardHuascar EspinozaFrançois TerrierBran Selic","2010","http://link.springer.com/chapter/10.1007/978-3-642-16277-0_6","Chapter"
"From MDD to Full Industrial Process: Building Distributed Real-Time Embedded Systems for the High-Integrity Domain","Composition of Embedded Systems. Scientific and Industrial Issues","","","","10.1007/978-3-540-77419-8_3","Jérôme HuguesLaurent PautetBechir Zalila","2008","http://link.springer.com/chapter/10.1007/978-3-540-77419-8_3","Chapter"
"Repository-Centric Process Modeling – Example of a Pattern Based Development Process","Software Engineering Research, Management and Applications","","","","10.1007/978-3-319-00948-3_16","Jacob GeiselBrahim HamidJean-Michel Bruel","2014","http://link.springer.com/chapter/10.1007/978-3-319-00948-3_16","Chapter"
"The 3rd International Workshop on Non-functional System Properties in Domain Specific Modeling Languages (NFPinDSML2010)","Models in Software Engineering","","","","10.1007/978-3-642-21210-9_29","Marko BoškovićDaniela CancilaClaus PahlBernhard Schätz","2011","http://link.springer.com/chapter/10.1007/978-3-642-21210-9_29","Chapter"
"A Domain Specific Language for Contextual Design","Human-Centred Software Engineering","","","","10.1007/978-3-642-16488-0_5","Balbir S. BarnTony Clark","2010","http://link.springer.com/chapter/10.1007/978-3-642-16488-0_5","Chapter"
"Universal Access in Human-Computer Interaction. Applications and Services","Lecture Notes in Computer Science","","","","10.1007/978-3-642-21657-2","Constantine Stephanidis","2011","http://link.springer.com/book/10.1007/978-3-642-21657-2","Book"
"A Goal-Based Modeling Approach to Develop Requirements of an Adaptive System with Environmental Uncertainty","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-04425-0_36","Betty H. C. ChengPete SawyerNelly BencomoJon Whittle","2009","http://link.springer.com/chapter/10.1007/978-3-642-04425-0_36","Chapter"
"Distribution of Effort among Software Development Artefacts: An Initial Case Study","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-642-13051-9_20","Niklas MellegårdMiroslaw Staron","2010","http://link.springer.com/chapter/10.1007/978-3-642-13051-9_20","Chapter"
"Risk-Driven Development of Security-Critical Systems Using UMLsec","Information Technology","","","","10.1007/1-4020-8159-6_2","Jan JürjensSiv Hilde Houmb","2004","http://link.springer.com/chapter/10.1007/1-4020-8159-6_2","Chapter"
"Performance Prediction of Component-Based Systems","Architecting Systems with Trustworthy Components","","","","10.1007/11786160_10","Steffen BeckerLars GrunskeRaffaela MirandolaSven Overhage","2006","http://link.springer.com/chapter/10.1007/11786160_10","Chapter"
"Specifying and Composing Non-functional Requirements in Model-Based Development","Software Composition","","","","10.1007/978-3-642-02655-3_7","Ethan K. JacksonDirk SeifertMarkus DahlweidThomas SantenNikolaj BjørnerWolfram Schulte","2009","http://link.springer.com/chapter/10.1007/978-3-642-02655-3_7","Chapter"
"Genericity for model management operations","Software & Systems Modeling","","12","1","10.1007/s10270-011-0203-2","Louis RoseEsther GuerraJuan de LaraAnne EtienDimitris KolovosRichard Paige","2013","http://link.springer.com/article/10.1007/s10270-011-0203-2","Article"
"Generating model-based test cases from natural language requirements for space application software","Software Quality Journal","","20","1","10.1007/s11219-011-9155-6","Valdivino Alexandre de Santiago JúniorNandamudi Lankalapalli Vijaykumar","2012","http://link.springer.com/article/10.1007/s11219-011-9155-6","Article"
"Security Policy Automation for Smart Grids: Manageable Security & Compliance at Large Scale","ISSE 2011 Securing Electronic Business Processes","","","","10.1007/978-3-8348-8652-1_12","Ulrich LangRudolf Schreiner","2011","http://link.springer.com/chapter/10.1007/978-3-8348-8652-1_12","Chapter"
"T□: A Domain Specific Language for Rapid Workflow Development","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-33666-9_4","Fazle RabbiWendy MacCaull","2012","http://link.springer.com/chapter/10.1007/978-3-642-33666-9_4","Chapter"
"Modeling Quality Aspects: Safety","Model-Based Engineering of Embedded Systems","","","","10.1007/978-3-642-34614-9_8","Kai HöfigDr. Mario TrappBastian ZimmerProf. Dr. Peter Liggesmeyer","2012","http://link.springer.com/chapter/10.1007/978-3-642-34614-9_8","Chapter"
"Engineering of Software-Intensive Systems: State of the Art and Research Challenges","Software-Intensive Systems and New Computing Paradigms","","","","10.1007/978-3-540-89437-7_1","Matthias HölzlAxel RauschmayerMartin Wirsing","2008","http://link.springer.com/chapter/10.1007/978-3-540-89437-7_1","Chapter"
"Performance and reliability prediction for evolving service-oriented software systems","Empirical Software Engineering","","18","4","10.1007/s10664-012-9213-0","Heiko KoziolekBastian SchlichSteffen BeckerMichael Hauck","2013","http://link.springer.com/article/10.1007/s10664-012-9213-0","Article"
"Modeling for Safety in a Synthesis-Centric Systems Engineering Framework","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33675-1_4","Jasen MarkovskiJ. M. van de Mortel-Fronczak","2012","http://link.springer.com/chapter/10.1007/978-3-642-33675-1_4","Chapter"
"Software diversity: state of the art and perspectives","International Journal on Software Tools for Technology Transfer","","14","5","10.1007/s10009-012-0253-y","Ina SchaeferRick RabiserDave ClarkeLorenzo BettiniDavid BenavidesGoetz BotterweckAnimesh PathakSalvador TrujilloKarina Villela","2012","http://link.springer.com/article/10.1007/s10009-012-0253-y","Article"
"A Petri Net Pattern-Oriented Approach for the Design of Physical Protection Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-10506-2_16","Francesco FlamminiUgo GentileStefano MarroneRoberto NardoneValeria Vittorini","2014","http://link.springer.com/chapter/10.1007/978-3-319-10506-2_16","Chapter"
"Model-Based Development of Embedded Systems","Advances in Object-Oriented Information Systems","","","","10.1007/3-540-46105-1_34","B. SchätzA. PretschnerF. HuberJ. Philipps","2002","http://link.springer.com/chapter/10.1007/3-540-46105-1_34","Chapter"
"Workflow-Driven Tool Integration Using Model Transformations","Graph Transformations and Model-Driven Engineering","","","","10.1007/978-3-642-17322-6_11","András BaloghGábor BergmannGyörgy CsertánLászló GönczyÁkos HorváthIstván MajzikAndrás PatariczaBalázs PolgárIstván RáthDániel VarróGergely Varró","2010","http://link.springer.com/chapter/10.1007/978-3-642-17322-6_11","Chapter"
"Safety Lifecycle Development Process Modeling for Embedded Systems - Example of Railway Domain","Software Engineering for Resilient Systems","","","","10.1007/978-3-642-33176-3_5","Brahim HamidJacob GeiselAdel ZianiDavid Gonzalez","2012","http://link.springer.com/chapter/10.1007/978-3-642-33176-3_5","Chapter"
"CIRP Encyclopedia of Production Engineering","","","","","10.1007/978-3-642-20617-7","Luc LaperrièreGunther Reinhart","2014","http://link.springer.com/referencework/10.1007/978-3-642-20617-7","ReferenceWork"
"Sensoria Patterns: Augmenting Service Engineering with Formal Analysis, Transformation and Dynamicity","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-540-88479-8_13","Martin WirsingMatthias HölzlLucia AcciaiFederico BantiAllan ClarkAlessandro FantechiStephen GilmoreStefania GnesiLászló GönczyNora KochAlessandro LapadulaPhilip MayerFranco MazzantiRosario PuglieseAndreas SchroederFrancesco Tiezzi","2008","http://link.springer.com/chapter/10.1007/978-3-540-88479-8_13","Chapter"
"Model-Based Generation of Run-Time Monitors for AUTOSAR","Modelling Foundations and Applications","","","","10.1007/978-3-642-39013-5_6","Lars PatzinaSven PatzinaThorsten PiperPaul Manns","2013","http://link.springer.com/chapter/10.1007/978-3-642-39013-5_6","Chapter"
"From Safety Models to Security Models: Preliminary Lessons Learnt","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-10557-4_30","Pierre BieberJulien Brunel","2014","http://link.springer.com/chapter/10.1007/978-3-319-10557-4_30","Chapter"
"From misuse cases to mal-activity diagrams: bridging the gap between functional security analysis and design","Software & Systems Modeling","","13","1","10.1007/s10270-012-0240-5","Mohamed El-Attar","2014","http://link.springer.com/article/10.1007/s10270-012-0240-5","Article"
"From Embedded Systems Requirements to Physical Representation: A Model-Based Methodology in Accordance with the EIA-632 Standard","Production Systems and Supply Chain Management in Emerging Countries: Best Practices","","","","10.1007/978-3-642-26004-9_11","Carlos GomezPhilippe EstebanJean-Claude PascalFernando Jimenez","2012","http://link.springer.com/chapter/10.1007/978-3-642-26004-9_11","Chapter"
"A Reference Architecture and Roadmap for Models@run.time Systems","Models@run.time","","","","10.1007/978-3-319-08915-7_1","Uwe AßmannSebastian GötzJean-Marc JézéquelBrice MorinMario Trapp","2014","http://link.springer.com/chapter/10.1007/978-3-319-08915-7_1","Chapter"
"On Software Reference Architectures and Their Application to the Space Domain","Safe and Secure Software Reuse","","","","10.1007/978-3-642-38977-1_10","Marco PanunzioTullio Vardanega","2013","http://link.springer.com/chapter/10.1007/978-3-642-38977-1_10","Chapter"
"Systematic Development of UMLsec Design Models Based on Security Requirements","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-642-19811-3_17","Denis HateburMaritta HeiselJan JürjensHolger Schmidt","2011","http://link.springer.com/chapter/10.1007/978-3-642-19811-3_17","Chapter"
"Cloud & SOA Application Security as a Service","ISSE 2010 Securing Electronic Business Processes","","","","10.1007/978-3-8348-9788-6_6","Ulrich Lang","2011","http://link.springer.com/chapter/10.1007/978-3-8348-9788-6_6","Chapter"
"Model-based testing for real","International Journal on Software Tools for Technology Transfer","","5","2 - 3","10.1007/s10009-003-0128-3","A. PretschnerO. SlotoschE. AiglstorferS. Kriebel","2004","http://link.springer.com/article/10.1007/s10009-003-0128-3","Article"
"Trustworthy Software Development","Communications and Multimedia Security","","","","10.1007/978-3-642-40779-6_23","Sachar PaulusNazila Gol MohammadiThorsten Weyer","2013","http://link.springer.com/chapter/10.1007/978-3-642-40779-6_23","Chapter"
"Towards Business Application Product Lines","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-33666-9_19","Vinay KulkarniSouvik BaratSuman Roychoudhury","2012","http://link.springer.com/chapter/10.1007/978-3-642-33666-9_19","Chapter"
"Adapting a Software Product Line Engineering Process for Certifying Safety Critical Embedded Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33678-2_30","Rosana T. Vaccare BragaOnofre Trindade JuniorKalinka Regina Castelo BrancoLuciano De Oliveira NerisJaejoon Lee","2012","http://link.springer.com/chapter/10.1007/978-3-642-33678-2_30","Chapter"
"Improving Requirements Specification in WebREd-Tool by Using a NFR’s Classification","Computational Science and Its Applications – ICCSA 2013","","","","10.1007/978-3-642-39646-5_5","José Alfonso AguilarSanjay MisraAnibal ZaldívarRoberto Bernal","2013","http://link.springer.com/chapter/10.1007/978-3-642-39646-5_5","Chapter"
"Software Performance Modeling","Formal Methods for Model-Driven Engineering","","","","10.1007/978-3-642-30982-3_7","Dorina C. PetriuMohammad AlhajRasha Tawhid","2012","http://link.springer.com/chapter/10.1007/978-3-642-30982-3_7","Chapter"
"Modeling and Verification of Safety-Critical Systems Using Safecharts","Formal Techniques for Networked and Distributed Systems - FORTE 2005","","","","10.1007/11562436_22","Pao-Ann HsiungYen-Hung Lin","2005","http://link.springer.com/chapter/10.1007/11562436_22","Chapter"
"An integrated framework for checking the behaviour of fUML models using CSP","International Journal on Software Tools for Technology Transfer","","15","4","10.1007/s10009-012-0243-0","Islam AbdelhalimSteve SchneiderHelen Treharne","2013","http://link.springer.com/article/10.1007/s10009-012-0243-0","Article"
"Model-based construction and verification of critical systems using composition and partial refinement","Formal Methods in System Design","","37","2 - 3","10.1007/s10703-010-0106-9","Ralph D. JeffordsConstance L. HeitmeyerMyla M. ArcherElizabeth I. Leonard","2010","http://link.springer.com/article/10.1007/s10703-010-0106-9","Article"
"Form Follows Function","Foundations of Health Informatics Engineering and Systems","","","","10.1007/978-3-642-32355-3_2","Jim DaviesJeremy GibbonsRadu CalinescuCharles CrichtonSteve HarrisAndrew Tsui","2012","http://link.springer.com/chapter/10.1007/978-3-642-32355-3_2","Chapter"
"Orchestrating Security and System Engineering for Evolving Systems","Towards a Service-Based Internet","","","","10.1007/978-3-642-24755-2_12","Fabio MassacciFabrice BouquetElizabeta FourneretJan JurjensMass S. LundSébastien MadelénatJanTobias MuehlbergFederica PaciStéphane PaulFrank PiessensBjornar SolhaugSven Wenzel","2011","http://link.springer.com/chapter/10.1007/978-3-642-24755-2_12","Chapter"
"rCOS: Defining Meanings of Component-Based Software Architectures","Unifying Theories of Programming and Formal Engineering Methods","","","","10.1007/978-3-642-39721-9_1","Ruzhen DongJohannes FaberWei KeZhiming Liu","2013","http://link.springer.com/chapter/10.1007/978-3-642-39721-9_1","Chapter"
