Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Runtime translation of OCL-like statements on Simulink models: Expanding domains and optimising queries","Software and Systems Modeling","","20","6","10.1007/s10270-021-00910-0","Beatriz A. SanchezAthanasios ZolotasHoracio Hoyos RodriguezDimitris KolovosRichard F. PaigeJustin C. CooperJason Hampson","2021","http://link.springer.com/article/10.1007/s10270-021-00910-0","Article"
"Vehicular Advancements","Robotic Vehicles: Systems and Technology","","","","10.1007/978-981-33-6687-9_14","Tian Seng Ng","2021","http://link.springer.com/chapter/10.1007/978-981-33-6687-9_14","Chapter"
"Platform Business Models","Management for Professionals","","","","10.1007/978-981-16-2838-2","Prof. R. Srinivasan","2021","http://link.springer.com/book/10.1007/978-981-16-2838-2","Book"
"Paracosm: A Test Framework for Autonomous Driving Simulations","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-030-71500-7_9","Rupak MajumdarAman MathurMarcus PirronLaura StegnerDamien Zufferey","2021","http://link.springer.com/chapter/10.1007/978-3-030-71500-7_9","Chapter"
"Research Questions in Language Education and Applied Linguistics","Springer Texts in Education","","","","10.1007/978-3-030-79143-8","Hassan MohebbiChristine Coombe","2021","http://link.springer.com/book/10.1007/978-3-030-79143-8","Book"
"21st Century Maritime Silk Road: Wind Energy Resource Evaluation","Springer Oceanography","","","","10.1007/978-981-16-4111-4","Dr. Chongwei ZhengAssoc. Prof. Hui SongFang LiangYi-peng JinDong-yu WangYu-chi Tian","2021","http://link.springer.com/book/10.1007/978-981-16-4111-4","Book"
"Panel Discussion: Regulation and Ethics of Robotics and Autonomous Systems","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_14","Brijesh DongolRon BellIbrahim HabliMark LawfordPippa MooreZeyn Saigol","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_14","Chapter"
"Digital Resilience to Normal Accidents in High-Reliability Organizations","Engineering the Transformation of the Enterprise","","","","10.1007/978-3-030-84655-8_21","Paolo SpagnolettiStefano Za","2021","http://link.springer.com/chapter/10.1007/978-3-030-84655-8_21","Chapter"
"Smart City: Recent Advances and Research Issues","Inventive Systems and Control","","","","10.1007/978-981-16-1395-1_7","Bonani PaulSarat Kr. Chettri","2021","http://link.springer.com/chapter/10.1007/978-981-16-1395-1_7","Chapter"
"Maintenance-related concerns for post-deployed Ethereum smart contract development: issues, techniques, and future challenges","Empirical Software Engineering","","26","6","10.1007/s10664-021-10018-0","Jiachi ChenXin XiaDavid LoJohn GrundyXiaohu Yang","2021","http://link.springer.com/article/10.1007/s10664-021-10018-0","Article"
"A Comprehensive Survey on Software-Defined Network Controllers","Next Generation of Internet of Things","","","","10.1007/978-981-16-0666-3_18","Roaa ShubbarMohammad AlhisnawiAladdin AbdulhassanMahmood Ahamdi","2021","http://link.springer.com/chapter/10.1007/978-981-16-0666-3_18","Chapter"
"Trends in Functional Programming","Lecture Notes in Computer Science","","","","10.1007/978-3-030-83978-9","Dr. Viktória ZsókJohn Hughes","2021","http://link.springer.com/book/10.1007/978-3-030-83978-9","Book"
"Internal Software Quality Evaluation of Self-adaptive Systems Using Metrics, Patterns, and Smells","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-70006-5_16","Claudia RaibuletFrancesca Arcelli FontanaSimone Carettoni","2021","http://link.springer.com/chapter/10.1007/978-3-030-70006-5_16","Chapter"
"Data Governance, a Knowledge Model Through Ontologies","Technologies and Innovation","","","","10.1007/978-3-030-88262-4_2","Ana MuñozLuis MartíNayat Sanchez-Pi","2021","http://link.springer.com/chapter/10.1007/978-3-030-88262-4_2","Chapter"
"Industry 4.0: contributions of holonic manufacturing control architectures and future challenges","Journal of Intelligent Manufacturing","","32","7","10.1007/s10845-020-01532-x","William DerigentOlivier CardinDamien Trentesaux","2021","http://link.springer.com/article/10.1007/s10845-020-01532-x","Article"
"Handling causality and schedulability when designing and prototyping cyber-physical systems","Software and Systems Modeling","","20","3","10.1007/s10270-021-00866-1","Rodrigo Cortés PortoDaniela GeniusLudovic Apvrille","2021","http://link.springer.com/article/10.1007/s10270-021-00866-1","Article"
"Machine Learning Tools to Predict the Impact of Quarantine","Predictive and Preventive Measures for Covid-19 Pandemic","","","","10.1007/978-981-33-4236-1_17","Amandeep KaurNeerja MittalPraveen Kumar KhoslaMamta Mittal","2021","http://link.springer.com/chapter/10.1007/978-981-33-4236-1_17","Chapter"
"The Evolution of DSS in the Pig Industry and Future Perspectives","EURO Working Group on DSS","","","","10.1007/978-3-030-70377-6_16","Lluís M. Plà-Aragonès","2021","http://link.springer.com/chapter/10.1007/978-3-030-70377-6_16","Chapter"
"Robot Accident Investigation: A Case Study in Responsible Robotics","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_6","Alan F. T. WinfieldKatie WinkleHelena WebbUlrik LyngsMarina JirotkaCarl Macrae","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_6","Chapter"
"Towards a Digital Maturity Balance Model for Public Organizations","Research Challenges in Information Science","","","","10.1007/978-3-030-75018-3_20","Mateja NerimaJolita Ralyté","2021","http://link.springer.com/chapter/10.1007/978-3-030-75018-3_20","Chapter"
"MIoT-Based Big Data Analytics Architecture, Opportunities and Challenges for Enhanced Telemedicine Systems","Enhanced Telemedicine and e-Health","","","","10.1007/978-3-030-70111-6_10","Joseph Bamidele AwotundeAbidemi Emmanuel AdeniyiRoseline Oluwaseun OgundokunGbemisola Janet AjamuPaul Olujide Adebayo","2021","http://link.springer.com/chapter/10.1007/978-3-030-70111-6_10","Chapter"
"Kind AI","Artificial Intelligence","","","","10.1007/978-981-15-6548-9_15","","2021","http://link.springer.com/chapter/10.1007/978-981-15-6548-9_15","Chapter"
"Enhanced European Internet of Things (IoT) Platform Assessment Key Performance Indicators (KPIs)","Future Access Enablers for Ubiquitous and Intelligent Infrastructures","","","","10.1007/978-3-030-78459-1_10","Okta NurikaLow Tan Jung","2021","http://link.springer.com/chapter/10.1007/978-3-030-78459-1_10","Chapter"
"Smart city based on digital twins","Computational Urban Science","","1","1","10.1007/s43762-021-00005-y","Li DerenYu WenboShao Zhenfeng","2021","http://link.springer.com/article/10.1007/s43762-021-00005-y","Article"
"Chengdu Langli: Recreate a Society Adapted for the Elderly","Social Entrepreneurship","","","","10.1007/978-981-15-9881-4_4","Jianying WangJingyue XuXiaoguang LiQiang WangYuyu Liu","2021","http://link.springer.com/chapter/10.1007/978-981-15-9881-4_4","Chapter"
"JetBrains MPS: Why Modern Language Workbenches Matter","Domain-Specific Languages in Practice","","","","10.1007/978-3-030-73758-0_1","Václav Pech","2021","http://link.springer.com/chapter/10.1007/978-3-030-73758-0_1","Chapter"
"Einführung in die Softwaretechnik","Xpert.press","","","","10.1007/978-3-662-50263-1","Prof. Dr. Manfred BroyProf. Dr. Marco Kuhrmann","2021","http://link.springer.com/book/10.1007/978-3-662-50263-1","Book"
"Controllable and decomposable multidirectional synchronizations","Software and Systems Modeling","","20","5","10.1007/s10270-021-00879-w","Gábor Bergmann","2021","http://link.springer.com/article/10.1007/s10270-021-00879-w","Article"
"South-East Asia Eye Health","","","","","10.1007/978-981-16-3787-2","Dr. Taraprasad DasDr. Patanjali Dev Nayar","2021","http://link.springer.com/book/10.1007/978-981-16-3787-2","Book"
"Industrial Enzymes","Life Sciences Industry","","","","10.1007/978-981-16-2051-5_2","Basanta Kumara BaheraRam PrasadShyambhavee Behera","2021","http://link.springer.com/chapter/10.1007/978-981-16-2051-5_2","Chapter"
"Data-sharing markets for integrating IoT data processing functionalities","CCF Transactions on Pervasive Computing and Interaction","","3","1","10.1007/s42486-020-00054-y","Nasr KasrinAboubakr BenabbasGolnaz ElmamoozDaniela NicklasSimon SteuerMichael Sünkel","2021","http://link.springer.com/article/10.1007/s42486-020-00054-y","Article"
"Impact of anthropogenic activities on vegetation dynamics in a reservoir area: model establishment and a case study of Longkaikou Reservoir in China","Journal of Mountain Science","","18","7","10.1007/s11629-019-5911-z","Wei YangJun PeiYan-peng CaiYu-jun Yi","2021","http://link.springer.com/article/10.1007/s11629-019-5911-z","Article"
"Should I Add Recommendations to My Warning System? The RCRAFT Framework Can Answer This and Other Questions About Supporting the Assessment of Automation Designs","Human-Computer Interaction – INTERACT 2021","","","","10.1007/978-3-030-85610-6_24","Elodie BouzekriCélia MartiniePhilippe PalanqueKatrina AtwoodChristine Gris","2021","http://link.springer.com/chapter/10.1007/978-3-030-85610-6_24","Chapter"
"An Insight on Context-Aware Mobile Application Execution in Mobile Cloud IoT (MCIoT)","International Virtual Conference on Industry 4.0","","","","10.1007/978-981-16-1244-2_6","L. ShakkeeraY. Sharmasth ValiSantosh Karthikeyan Viswanathan","2021","http://link.springer.com/chapter/10.1007/978-981-16-1244-2_6","Chapter"
"Logistik in Wissenschaft und Praxis","","","","","10.1007/978-3-658-33480-2","Prof. Dr. Roy FritzscheDr. Stefan WinterJacob Lohmer","2021","http://link.springer.com/book/10.1007/978-3-658-33480-2","Book"
"Modeling and prediction of the transmission dynamics of COVID-19 based on the SINDy-LM method","Nonlinear Dynamics","","105","3","10.1007/s11071-021-06707-6","Yu-Xin JiangXiong XiongShuo ZhangJia-Xiang WangJia-Chun LiLin Du","2021","http://link.springer.com/article/10.1007/s11071-021-06707-6","Article"
"Data science: a game changer for science and innovation","International Journal of Data Science and Analytics","","11","4","10.1007/s41060-020-00240-2","Valerio GrossiFosca GiannottiDino PedreschiPaolo ManghiPasquale PaganoMassimiliano Assante","2021","http://link.springer.com/article/10.1007/s41060-020-00240-2","Article"
"Verifikation und Validierung","Security by Design","","","","10.1007/978-3-662-62917-8_7","Armin LunkeitWolf Zimmer","2021","http://link.springer.com/chapter/10.1007/978-3-662-62917-8_7","Chapter"
"On methods and tools for rigorous system design","International Journal on Software Tools for Technology Transfer","","23","5","10.1007/s10009-021-00632-0","Simon BliudzePanagiotis KatsarosSaddek BensalemMartin Wirsing","2021","http://link.springer.com/article/10.1007/s10009-021-00632-0","Article"
"Paradigm Shift in International Climate Governance: From Cost Game to Joint Action","Beautiful China: 70 Years Since 1949 and 70 People’s Views on Eco-civilization Construction","","","","10.1007/978-981-33-6742-5_73","Mou Wang","2021","http://link.springer.com/chapter/10.1007/978-981-33-6742-5_73","Chapter"
"Psychology of Group and Collective Intelligence","","","","","10.1007/978-3-030-84698-5","Ph.D. Yoshiko Arima","2021","http://link.springer.com/book/10.1007/978-3-030-84698-5","Book"
"A Cyber-Physical Warehouse Management System Architecture in an Industry 4.0 Context","Artificial Intelligence and Industrial Applications","","","","10.1007/978-3-030-51186-9_9","Mariam MoufaddalAsmaa BenghabritImane Bouhaddou","2021","http://link.springer.com/chapter/10.1007/978-3-030-51186-9_9","Chapter"
"Utopias in Nonfiction Film","Palgrave Studies in Utopianism","","","","10.1007/978-3-030-79823-9","Simon Spiegel","2021","http://link.springer.com/book/10.1007/978-3-030-79823-9","Book"
"Autonomous Systems for Rescue Missions: Design, Architecture and Configuration Validation","Information Systems Frontiers","","23","5","10.1007/s10796-020-10085-6","Tullio TanziMatteo Bertolino","2021","http://link.springer.com/article/10.1007/s10796-020-10085-6","Article"
"Modelling Robust Delivery Scenarios for a Fleet of Unmanned Aerial Vehicles in Disaster Relief Missions","Journal of Intelligent & Robotic Systems","","103","4","10.1007/s10846-021-01502-2","G. RadzkiP. Golinska-DawsonG. BocewiczZ. Banaszak","2021","http://link.springer.com/article/10.1007/s10846-021-01502-2","Article"
"A Journey into the European Supply Chains: Key Industries and Best Practices","Next Generation Supply Chains","","","","10.1007/978-3-030-63505-3_9","Elena PessotIrene MarchioriAndrea ZangiacomiRosanna Fornasiero","2021","http://link.springer.com/chapter/10.1007/978-3-030-63505-3_9","Chapter"
"Triumph of Ancient Philosophy, Unanimously Agreeable Governance, Economic Policy and Constitution for Civilized Coexistence","Journal of Indian Council of Philosophical Research","","38","2","10.1007/s40961-021-00234-w","Sankarshan Acharya","2021","http://link.springer.com/article/10.1007/s40961-021-00234-w","Article"
"Threat Modeling of Edge-Based IoT Applications","Quality of Information and Communications Technology","","","","10.1007/978-3-030-85347-1_21","Massimo FiccoDaniele GranataMassimiliano RakGiovanni Salzillo","2021","http://link.springer.com/chapter/10.1007/978-3-030-85347-1_21","Chapter"
"IoT – Best Practices","Edition HMD","","","","10.1007/978-3-658-32439-1","Stefan MeinhardtProf. Dr. Felix Wortmann","2021","http://link.springer.com/book/10.1007/978-3-658-32439-1","Book"
"Verifiable Autonomy and Responsible Robotics","Software Engineering for Robotics","","","","10.1007/978-3-030-66494-7_7","Louise DennisMichael Fisher","2021","http://link.springer.com/chapter/10.1007/978-3-030-66494-7_7","Chapter"
"Fairness analysis and compensation strategy in the Triangle of Central China driven by water-carbon-ecological footprints","Environmental Science and Pollution Research","","28","41","10.1007/s11356-021-14688-7","Yizhong ChenHongwei LuJing LiYoufeng QiaoPengdong YanLixia RenJun Xia","2021","http://link.springer.com/article/10.1007/s11356-021-14688-7","Article"
"Clinical Research Informatics","Biomedical Informatics","","","","10.1007/978-3-030-58721-5_27","Philip R. O. PaynePeter J. EmbiJames J. Cimino","2021","http://link.springer.com/chapter/10.1007/978-3-030-58721-5_27","Chapter"
"Trust in Artificial Intelligence: Clinicians Are Essential","Healthcare Information Technology for Cardiovascular Medicine","","","","10.1007/978-3-030-81030-6_10","Umang BhattZohreh Shams","2021","http://link.springer.com/chapter/10.1007/978-3-030-81030-6_10","Chapter"
"The Corporatization of Student Affairs","New Frontiers in Education, Culture, and Politics","","","","10.1007/978-3-030-88128-3","Daniel K. CairoVictoria Cabal","2021","http://link.springer.com/book/10.1007/978-3-030-88128-3","Book"
"BRICS and Industry 4.0","The BRICS Order","","","","10.1007/978-3-030-62765-2_12","Wynand LambrechtsSaurabh SinhaTshilidzi Marwala","2021","http://link.springer.com/chapter/10.1007/978-3-030-62765-2_12","Chapter"
"Health Informatics Standards","Introduction to Nursing Informatics","","","","10.1007/978-3-030-58740-6_6","Pamela HusseyMargaret Ann Kennedy","2021","http://link.springer.com/chapter/10.1007/978-3-030-58740-6_6","Chapter"
"A Holistic Approach to Process Optimisation","Management for Professionals","","","","10.1007/978-3-658-34097-1","Martin Hofmann","2021","http://link.springer.com/book/10.1007/978-3-658-34097-1","Book"
"Data Science – Analytics and Applications","","","","","10.1007/978-3-658-32182-6","Peter HaberDr. Thomas LampoltshammerDr. Manfred MayrDr. Kathrin Plankensteiner","2021","http://link.springer.com/book/10.1007/978-3-658-32182-6","Book"
"Adaptive Autonomous Machines - Modeling and Architecture","Intelligent Systems in Industrial Applications","","","","10.1007/978-3-030-67148-8_8","Lothar HotzRainer HerzogStephanie von Riegen","2021","http://link.springer.com/chapter/10.1007/978-3-030-67148-8_8","Chapter"
"Cloud Resource Demand Prediction using Machine Learning in the Context of QoS Parameters","Journal of Grid Computing","","19","2","10.1007/s10723-021-09561-3","Piotr NawrockiPatryk Osypanka","2021","http://link.springer.com/article/10.1007/s10723-021-09561-3","Article"
"Competing for Land, Mangroves and Marine Resources in Coastal Vietnam","MARE Publication Series","","","","10.1007/978-94-024-2109-5","Dr. Hue Le","2021","http://link.springer.com/book/10.1007/978-94-024-2109-5","Book"
"Ontologies for finding journalistic angles","Software and Systems Modeling","","20","1","10.1007/s10270-020-00801-w","Andreas L. OpdahlBjørnar Tessem","2021","http://link.springer.com/article/10.1007/s10270-020-00801-w","Article"
"Addressing Second Order of Sexual Harassment to Overcome Gender-Based Violence in Times of the Fourth Industrial Revolution","The Fourth Industrial Revolution and Its Impact on Ethics","","","","10.1007/978-3-030-57020-0_24","Ana Vidu","2021","http://link.springer.com/chapter/10.1007/978-3-030-57020-0_24","Chapter"
"Introduction to Urban Computing","Urban Informatics","","","","10.1007/978-981-15-8983-6_39","Wenzhong ShiAnshu Zhang","2021","http://link.springer.com/chapter/10.1007/978-981-15-8983-6_39","Chapter"
"Programming vs. That Thing Subject Matter Experts Do","Leveraging Applications of Formal Methods, Verification and Validation","","","","10.1007/978-3-030-89159-6_26","Markus Voelter","2021","http://link.springer.com/chapter/10.1007/978-3-030-89159-6_26","Chapter"
"Analyzing and Evaluating Industrial Ecology Development Model in Iran Using FAHP-DPSIR","International Journal of Environmental Research","","15","4","10.1007/s41742-021-00335-z","Amin PadashHossein VahidiReza FattahiHossein Nematollahi","2021","http://link.springer.com/article/10.1007/s41742-021-00335-z","Article"
"Automatic Vehicle Service Monitoring and Tracking System Using IoT and Machine Learning","Computer Networks, Big Data and IoT","","","","10.1007/978-981-16-0965-7_72","M. S. SrikanthT. G. Keerthan KumarVivek Sharma","2021","http://link.springer.com/chapter/10.1007/978-981-16-0965-7_72","Chapter"
"A Novel Framework for Autonomous Driving","Innovations in Computational Intelligence and Computer Vision","","","","10.1007/978-981-15-6067-5_26","Ishita JoshiSatyabrata RoyKrishna KumarRavinder KumarDeepak Sinwar","2021","http://link.springer.com/chapter/10.1007/978-981-15-6067-5_26","Chapter"
"Future Network Design of SUFT","Future Sustainable Urban Freight Network Design in the Large Cities and Megacities","","","","10.1007/978-3-658-34203-6_5","Zhangyuan He","2021","http://link.springer.com/chapter/10.1007/978-3-658-34203-6_5","Chapter"
"IoT-Software-Plattformen","","","","","10.1007/978-3-658-35127-4","Sebastian Lempert","2021","http://link.springer.com/book/10.1007/978-3-658-35127-4","Book"
"Urban Utopias","Utopias in Nonfiction Film","","","","10.1007/978-3-030-79823-9_8","Simon Spiegel","2021","http://link.springer.com/chapter/10.1007/978-3-030-79823-9_8","Chapter"
"Die SmartFit AG","Security by Design","","","","10.1007/978-3-662-62917-8_5","Armin LunkeitWolf Zimmer","2021","http://link.springer.com/chapter/10.1007/978-3-662-62917-8_5","Chapter"
"Climate change attribution and legal contexts: evidence and the role of storylines","Climatic Change","","167","3 - 4","10.1007/s10584-021-03177-y","Elisabeth A. LloydTheodore G. Shepherd","2021","http://link.springer.com/article/10.1007/s10584-021-03177-y","Article"
"Where were the repair ingredients for Defects4j bugs?","Empirical Software Engineering","","26","6","10.1007/s10664-021-10003-7","Deheng YangKui LiuDongsun KimAnil KoyuncuKisub KimHaoye TianYan LeiXiaoguang MaoJacques KleinTegawendé F. Bissyandé","2021","http://link.springer.com/article/10.1007/s10664-021-10003-7","Article"
"Bildverarbeitung für die Medizin 2021","Informatik aktuell","","","","10.1007/978-3-658-33198-6","Prof. Dr. Christoph PalmProf. Dr. Thomas M. DesernoProf. Dr. Heinz HandelsProf. Dr. Andreas MaierProf. Dr. Klaus Maier-HeinProf. Dr. Thomas Tolxdorff","2021","http://link.springer.com/book/10.1007/978-3-658-33198-6","Book"
"Modell-basiertes Design","Security by Design","","","","10.1007/978-3-662-62917-8_4","Armin LunkeitWolf Zimmer","2021","http://link.springer.com/chapter/10.1007/978-3-662-62917-8_4","Chapter"
"Real-world emission and impact of three wheeler electric auto-rickshaw in India","Environmental Science and Pollution Research","","28","48","10.1007/s11356-021-14805-6","Tushar Rajendra BagulRavindra KumarRakesh Kumar","2021","http://link.springer.com/article/10.1007/s11356-021-14805-6","Article"
"Active Assisted Living","","","","","10.1007/978-3-658-34335-4","Prof. Dr. Marcel SailerProf. Dr. Andreas Mahr","2021","http://link.springer.com/book/10.1007/978-3-658-34335-4","Book"
